id,name,email,joined_date,status
1791,Claude van Rossum,claude.van.rossum7420@example.com,2022-02-22,ACTIVE
1792,Frances Liskov,frances.liskov6223@example.com,2022-10-10,ACTIVE
1793,Claude Torvalds,claude.torvalds7400@example.com,2021-12-14,ACTIVE
1794,Alan Johnson,alan.johnson5155@example.com,2021-05-14,ACTIVE
1795,Ken Thompson,ken.thompson1049@example.com,2022-11-03,SUSPENDED
1796,Mary Liskov,mary.liskov7204@example.com,2022-04-20,ACTIVE
1797,Dennis Turing,dennis.turing3072@example.com,2021-08-21,ACTIVE
1798,Donald Backus,donald.backus2203@example.com,2021-06-29,ACTIVE
1799,Claude Lamarr,claude.lamarr8557@example.com,2021-09-24,ACTIVE
1800,Frances Liskov,frances.liskov2490@example.com,2022-06-09,ACTIVE
1801,Barbara Torvalds,barbara.torvalds4803@example.com,2022-06-11,ACTIVE
1802,Barbara Lamarr,barbara.lamarr934@example.com,2023-06-19,ACTIVE
1803,Barbara Berners-Lee,barbara.berners-lee504@example.com,2021-11-18,ACTIVE
1804,Linus Lovelace,linus.lovelace62@example.com,2023-08-20,ACTIVE
1805,Tim Liskov,tim.liskov4666@example.com,2022-07-15,ACTIVE
1806,Margaret Hamilton,margaret.hamilton988@example.com,2022-11-26,ACTIVE
1807,Frances Johnson,frances.johnson8913@example.com,2023-07-07,SUSPENDED
1808,Dennis Hamilton,dennis.hamilton8661@example.com,2021-01-25,SUSPENDED
1809,Frances Dijkstra,frances.dijkstra5392@example.com,2021-11-11,ACTIVE
1810,Margaret Johnson,margaret.johnson3766@example.com,2021-04-18,ACTIVE
1811,Satoshi Shannon,satoshi.shannon2651@example.com,2022-02-12,ACTIVE
1812,Barbara Hopper,barbara.hopper5726@example.com,2022-02-27,ACTIVE
1813,Edsger Shannon,edsger.shannon2998@example.com,2022-03-19,ACTIVE
1814,Alan Hopper,alan.hopper8280@example.com,2023-05-01,ACTIVE
1815,Guido Dijkstra,guido.dijkstra6484@example.com,2022-08-11,ACTIVE
1816,Guido Turing,guido.turing9605@example.com,2023-11-20,SUSPENDED
1817,Claude Allen,claude.allen2080@example.com,2021-07-01,ACTIVE
1818,Tim Jackson,tim.jackson4959@example.com,2023-09-23,ACTIVE
1819,Alan Johnson,alan.johnson891@example.com,2022-01-08,ACTIVE
1820,Edsger Backus,edsger.backus4290@example.com,2022-02-08,SUSPENDED
1821,Alan Berners-Lee,alan.berners-lee8412@example.com,2021-12-02,ACTIVE
1822,Hedy Thompson,hedy.thompson6032@example.com,2022-04-09,ACTIVE
1823,Tim Hopper,tim.hopper5692@example.com,2023-08-06,ACTIVE
1824,Tim Allen,tim.allen710@example.com,2022-04-01,ACTIVE
1825,Mary Ritchie,mary.ritchie7387@example.com,2023-06-24,ACTIVE
1826,James Lovelace,james.lovelace3345@example.com,2022-03-16,ACTIVE
1827,Guido Lovelace,guido.lovelace6930@example.com,2022-02-02,ACTIVE
1828,Satoshi Nakamoto,satoshi.nakamoto9916@example.com,2021-02-26,ACTIVE
1829,Frances Lovelace,frances.lovelace2239@example.com,2022-03-28,ACTIVE
1830,Frances Ritchie,frances.ritchie737@example.com,2023-12-16,SUSPENDED
1831,Dennis Berners-Lee,dennis.berners-lee5415@example.com,2021-10-05,ACTIVE
1832,James Dijkstra,james.dijkstra2100@example.com,2023-04-16,ACTIVE
1833,Edsger Knuth,edsger.knuth1799@example.com,2023-12-17,ACTIVE
1834,Katherine Hamilton,katherine.hamilton7780@example.com,2021-06-21,ACTIVE
1835,Tim Hamilton,tim.hamilton1390@example.com,2023-11-30,ACTIVE
1836,Hedy Knuth,hedy.knuth6162@example.com,2023-04-03,ACTIVE
1837,Guido Dijkstra,guido.dijkstra5328@example.com,2022-03-15,ACTIVE
1838,Grace Torvalds,grace.torvalds8506@example.com,2021-07-16,ACTIVE
1839,Claude Hamilton,claude.hamilton8422@example.com,2023-07-17,ACTIVE
1840,Guido Backus,guido.backus7704@example.com,2023-08-10,SUSPENDED
1841,Ada Nakamoto,ada.nakamoto734@example.com,2022-05-12,ACTIVE
1842,Edsger Lovelace,edsger.lovelace7423@example.com,2023-03-26,ACTIVE
1843,Ken Backus,ken.backus3489@example.com,2021-06-27,ACTIVE
1844,Ken Gosling,ken.gosling2468@example.com,2022-10-21,ACTIVE
1845,Grace van Rossum,grace.van.rossum1135@example.com,2023-01-05,ACTIVE
1846,Barbara Lovelace,barbara.lovelace1505@example.com,2021-02-04,ACTIVE
1847,Tim Gosling,tim.gosling7078@example.com,2023-08-16,ACTIVE
1848,Mary Turing,mary.turing8885@example.com,2022-01-06,ACTIVE
1849,Tim Berners-Lee,tim.berners-lee8022@example.com,2023-07-22,ACTIVE
1850,Frances Lamarr,frances.lamarr3348@example.com,2021-05-25,ACTIVE
1851,Claude Lamarr,claude.lamarr3112@example.com,2023-04-12,ACTIVE
1852,Katherine Shannon,katherine.shannon5513@example.com,2023-11-16,ACTIVE
1853,Dennis Jackson,dennis.jackson7719@example.com,2022-04-13,ACTIVE
1854,Ken Backus,ken.backus4837@example.com,2022-09-28,ACTIVE
1855,Mary Allen,mary.allen2539@example.com,2022-01-24,ACTIVE
1856,Donald Hamilton,donald.hamilton2409@example.com,2022-03-18,ACTIVE
1857,Satoshi Lamarr,satoshi.lamarr1786@example.com,2021-06-13,ACTIVE
1858,James Shannon,james.shannon6854@example.com,2022-01-17,ACTIVE
1859,Donald Berners-Lee,donald.berners-lee8017@example.com,2023-01-16,ACTIVE
1860,Katherine Shannon,katherine.shannon8843@example.com,2023-07-15,ACTIVE
1861,Alan van Rossum,alan.van.rossum8133@example.com,2023-08-12,ACTIVE
1862,Linus Jackson,linus.jackson4612@example.com,2021-11-09,ACTIVE
1863,Grace Shannon,grace.shannon2838@example.com,2023-03-25,ACTIVE
1864,Satoshi Thompson,satoshi.thompson4735@example.com,2021-02-09,SUSPENDED
1865,Ada Berners-Lee,ada.berners-lee8592@example.com,2021-01-29,ACTIVE
1866,Donald Nakamoto,donald.nakamoto2212@example.com,2022-06-11,ACTIVE
1867,Katherine van Rossum,katherine.van.rossum3423@example.com,2022-02-13,SUSPENDED
1868,Satoshi Allen,satoshi.allen3733@example.com,2022-11-30,ACTIVE
1869,Barbara Backus,barbara.backus4995@example.com,2021-04-06,ACTIVE
1870,Tim Lamarr,tim.lamarr2607@example.com,2021-05-29,ACTIVE
1871,Claude Torvalds,claude.torvalds9957@example.com,2021-03-28,ACTIVE
1872,Mary Hamilton,mary.hamilton645@example.com,2021-04-27,ACTIVE
1873,Grace Ritchie,grace.ritchie6309@example.com,2022-02-24,ACTIVE
1874,Ken Knuth,ken.knuth3876@example.com,2021-01-03,ACTIVE
1875,Hedy Johnson,hedy.johnson9335@example.com,2021-10-12,ACTIVE
1876,Grace Torvalds,grace.torvalds3084@example.com,2021-04-13,ACTIVE
1877,Katherine Liskov,katherine.liskov2781@example.com,2022-11-17,ACTIVE
1878,Donald Jackson,donald.jackson2677@example.com,2022-08-17,ACTIVE
1879,Ken van Rossum,ken.van.rossum5559@example.com,2021-02-01,ACTIVE
1880,Katherine Jackson,katherine.jackson4817@example.com,2023-04-19,ACTIVE
1881,Katherine Thompson,katherine.thompson5910@example.com,2023-05-13,ACTIVE
1882,Ada Torvalds,ada.torvalds3193@example.com,2023-03-28,ACTIVE
1883,Margaret Ritchie,margaret.ritchie4017@example.com,2021-09-13,ACTIVE
1884,John Johnson,john.johnson4027@example.com,2022-09-08,ACTIVE
1885,John Thompson,john.thompson6865@example.com,2022-08-26,ACTIVE
1886,Barbara Backus,barbara.backus3333@example.com,2022-02-08,ACTIVE
1887,Satoshi Lamarr,satoshi.lamarr9793@example.com,2023-02-16,SUSPENDED
1888,Tim Dijkstra,tim.dijkstra989@example.com,2023-05-18,ACTIVE
1889,Grace Liskov,grace.liskov1971@example.com,2023-07-21,ACTIVE
1890,Margaret Torvalds,margaret.torvalds7764@example.com,2023-05-13,ACTIVE
1891,Ada Jackson,ada.jackson4620@example.com,2022-02-14,ACTIVE
1892,Frances Liskov,frances.liskov4104@example.com,2021-08-08,ACTIVE
1893,Frances Johnson,frances.johnson9636@example.com,2021-03-31,ACTIVE
1894,Frances Jackson,frances.jackson2666@example.com,2023-09-19,ACTIVE
1895,Mary Knuth,mary.knuth7877@example.com,2021-08-17,ACTIVE
1896,Katherine Liskov,katherine.liskov889@example.com,2023-09-22,ACTIVE
1897,Tim Allen,tim.allen5171@example.com,2021-05-29,ACTIVE
1898,John Backus,john.backus8346@example.com,2022-09-20,ACTIVE
1899,Barbara Thompson,barbara.thompson1928@example.com,2021-04-01,ACTIVE
1900,Grace Gosling,grace.gosling5563@example.com,2023-10-28,ACTIVE
1901,Mary Allen,mary.allen1257@example.com,2021-05-18,ACTIVE
1902,John Hamilton,john.hamilton8060@example.com,2023-07-19,ACTIVE
1903,Linus Hopper,linus.hopper6274@example.com,2021-10-30,ACTIVE
1904,Frances Lamarr,frances.lamarr7872@example.com,2021-03-29,ACTIVE
1905,Guido Nakamoto,guido.nakamoto9764@example.com,2023-01-28,ACTIVE
1906,Dennis Johnson,dennis.johnson978@example.com,2022-05-22,ACTIVE
1907,Barbara Jackson,barbara.jackson2441@example.com,2023-06-10,ACTIVE
1908,Frances Ritchie,frances.ritchie3948@example.com,2023-04-13,ACTIVE
1909,Guido Jackson,guido.jackson130@example.com,2021-11-30,ACTIVE
1910,Hedy Johnson,hedy.johnson6711@example.com,2021-07-26,ACTIVE
1911,Ken Ritchie,ken.ritchie4468@example.com,2023-01-31,ACTIVE
1912,Donald Backus,donald.backus5624@example.com,2022-10-14,ACTIVE
1913,Ken Shannon,ken.shannon3550@example.com,2023-12-17,ACTIVE
1914,Ken Allen,ken.allen262@example.com,2023-01-10,ACTIVE
1915,Katherine van Rossum,katherine.van.rossum2264@example.com,2022-12-28,ACTIVE
1916,Frances Dijkstra,frances.dijkstra3516@example.com,2021-01-07,ACTIVE
1917,Dennis Hamilton,dennis.hamilton4827@example.com,2022-03-28,ACTIVE
1918,Katherine Hamilton,katherine.hamilton9555@example.com,2022-04-08,ACTIVE
1919,John Nakamoto,john.nakamoto202@example.com,2023-11-01,ACTIVE
1920,James Jackson,james.jackson8979@example.com,2022-02-21,ACTIVE
1921,Margaret Nakamoto,margaret.nakamoto1610@example.com,2023-05-29,ACTIVE
1922,Donald Thompson,donald.thompson7169@example.com,2023-03-24,ACTIVE
1923,Barbara Jackson,barbara.jackson9670@example.com,2022-09-12,ACTIVE
1924,Guido Berners-Lee,guido.berners-lee3542@example.com,2022-11-21,ACTIVE
1925,Grace Shannon,grace.shannon6895@example.com,2021-10-17,ACTIVE
1926,Margaret Allen,margaret.allen8026@example.com,2021-04-19,ACTIVE
1927,Linus Gosling,linus.gosling7464@example.com,2023-02-22,ACTIVE
1928,Frances Allen,frances.allen2851@example.com,2021-05-05,ACTIVE
1929,Ada Dijkstra,ada.dijkstra3720@example.com,2021-08-18,ACTIVE
1930,Hedy Turing,hedy.turing2639@example.com,2021-04-12,SUSPENDED
1931,Grace Hamilton,grace.hamilton5183@example.com,2021-03-06,SUSPENDED
1932,James Liskov,james.liskov4626@example.com,2022-09-01,ACTIVE
1933,Katherine Lovelace,katherine.lovelace440@example.com,2021-03-06,ACTIVE
1934,Barbara Liskov,barbara.liskov4969@example.com,2023-07-28,ACTIVE
1935,Barbara Johnson,barbara.johnson3678@example.com,2021-04-20,ACTIVE
1936,Satoshi Gosling,satoshi.gosling324@example.com,2022-10-15,ACTIVE
1937,Alan Jackson,alan.jackson2336@example.com,2022-02-18,ACTIVE
1938,Ada van Rossum,ada.van.rossum7625@example.com,2021-12-20,ACTIVE
1939,Katherine van Rossum,katherine.van.rossum3286@example.com,2022-11-08,ACTIVE
1940,Dennis van Rossum,dennis.van.rossum4149@example.com,2021-12-19,ACTIVE
1941,Ada Jackson,ada.jackson1883@example.com,2023-07-06,ACTIVE
1942,Hedy Allen,hedy.allen61@example.com,2021-08-28,ACTIVE
1943,Grace Nakamoto,grace.nakamoto68@example.com,2023-11-01,SUSPENDED
1944,Margaret Allen,margaret.allen9829@example.com,2022-09-05,ACTIVE
1945,Alan Thompson,alan.thompson1429@example.com,2023-02-03,ACTIVE
1946,Claude Shannon,claude.shannon8311@example.com,2021-09-24,ACTIVE
1947,Claude Hopper,claude.hopper3031@example.com,2021-04-28,ACTIVE
1948,Edsger Allen,edsger.allen2683@example.com,2022-11-01,ACTIVE
1949,Claude Knuth,claude.knuth1192@example.com,2022-07-21,ACTIVE
1950,Claude Nakamoto,claude.nakamoto5571@example.com,2021-03-18,ACTIVE
1951,Guido Thompson,guido.thompson7255@example.com,2022-01-24,ACTIVE
1952,Tim Dijkstra,tim.dijkstra8813@example.com,2022-11-27,SUSPENDED
1953,Ken Liskov,ken.liskov9245@example.com,2023-08-12,ACTIVE
1954,Barbara Shannon,barbara.shannon6412@example.com,2023-04-23,ACTIVE
1955,Donald Lamarr,donald.lamarr734@example.com,2021-12-22,ACTIVE
1956,Linus van Rossum,linus.van.rossum9183@example.com,2021-11-02,ACTIVE
1957,Frances Shannon,frances.shannon1015@example.com,2023-07-31,SUSPENDED
1958,Satoshi Johnson,satoshi.johnson8050@example.com,2021-11-19,ACTIVE
1959,Dennis Liskov,dennis.liskov9725@example.com,2021-07-02,ACTIVE
1960,Frances Thompson,frances.thompson554@example.com,2023-03-02,ACTIVE
1961,Hedy Liskov,hedy.liskov8150@example.com,2023-07-26,ACTIVE
1962,Satoshi Jackson,satoshi.jackson4128@example.com,2022-01-21,ACTIVE
1963,Edsger Johnson,edsger.johnson756@example.com,2023-03-04,ACTIVE
1964,Ada Hamilton,ada.hamilton4023@example.com,2023-03-29,ACTIVE
1965,Hedy Nakamoto,hedy.nakamoto5311@example.com,2023-10-08,SUSPENDED
1966,Donald Knuth,donald.knuth8461@example.com,2023-01-24,ACTIVE
1967,James Hamilton,james.hamilton2059@example.com,2022-04-13,SUSPENDED
1968,Guido Hamilton,guido.hamilton2897@example.com,2021-09-08,ACTIVE
1969,James Berners-Lee,james.berners-lee5016@example.com,2023-03-27,ACTIVE
1970,Grace Lovelace,grace.lovelace8929@example.com,2023-07-05,ACTIVE
1971,Satoshi Shannon,satoshi.shannon6463@example.com,2021-02-19,ACTIVE
1972,James Berners-Lee,james.berners-lee8892@example.com,2021-06-24,ACTIVE
1973,Alan Ritchie,alan.ritchie7864@example.com,2021-11-10,ACTIVE
1974,Mary Liskov,mary.liskov4411@example.com,2023-11-08,ACTIVE
1975,Dennis Hopper,dennis.hopper6516@example.com,2021-04-17,ACTIVE
1976,Grace Johnson,grace.johnson759@example.com,2022-03-11,ACTIVE
1977,Dennis Hopper,dennis.hopper9621@example.com,2022-12-19,ACTIVE
1978,Alan Lovelace,alan.lovelace7762@example.com,2022-08-23,ACTIVE
1979,Ken Liskov,ken.liskov4567@example.com,2023-12-02,ACTIVE
1980,Mary Torvalds,mary.torvalds1400@example.com,2021-06-15,ACTIVE
1981,Ken Lovelace,ken.lovelace6565@example.com,2022-09-27,ACTIVE
1982,Linus Johnson,linus.johnson9741@example.com,2022-11-03,ACTIVE
1983,Barbara Hamilton,barbara.hamilton211@example.com,2021-07-30,ACTIVE
1984,Dennis Lamarr,dennis.lamarr9165@example.com,2023-06-07,ACTIVE
1985,Margaret Gosling,margaret.gosling8647@example.com,2022-08-10,ACTIVE
1986,Ada Shannon,ada.shannon5878@example.com,2021-10-08,ACTIVE
1987,Barbara Jackson,barbara.jackson2715@example.com,2022-09-10,ACTIVE
1988,Katherine Torvalds,katherine.torvalds2330@example.com,2022-04-04,ACTIVE
1989,Edsger Lamarr,edsger.lamarr8309@example.com,2021-12-05,ACTIVE
1990,Hedy Ritchie,hedy.ritchie5391@example.com,2021-06-22,SUSPENDED
1991,Margaret Turing,margaret.turing6164@example.com,2023-12-06,ACTIVE
1992,Margaret Turing,margaret.turing227@example.com,2021-01-10,ACTIVE
1993,Hedy Johnson,hedy.johnson7649@example.com,2021-07-15,ACTIVE
1994,Grace Liskov,grace.liskov576@example.com,2021-08-10,SUSPENDED
1995,Donald Gosling,donald.gosling2399@example.com,2023-12-06,ACTIVE
1996,Alan Thompson,alan.thompson6083@example.com,2023-03-13,ACTIVE
1997,Hedy Nakamoto,hedy.nakamoto85@example.com,2022-04-20,ACTIVE
1998,Frances Lovelace,frances.lovelace7841@example.com,2021-03-19,ACTIVE
1999,Hedy Liskov,hedy.liskov2845@example.com,2021-07-13,SUSPENDED
2000,Dennis Gosling,dennis.gosling1090@example.com,2021-11-26,ACTIVE
